CUSTOMER_NUMBER,CLUSTER_OPT_V2,HAS_CREDIT_CARD
37604,0,1.0
358513,2,0.0
426705,0,0.0
819600,0,0.0
417433,1,0.0
992670,3,0.0
314600,3,1.0
3969,3,0.0
229591,0,0.0
679238,1,0.0
867092,2,0.0
901954,3,0.0
882155,0,0.0
959835,1,1.0
935342,1,0.0
822360,3,1.0
942076,1,1.0
897271,3,0.0
191725,3,0.0
450229,2,0.0
776294,3,1.0
710195,3,1.0
934473,1,1.0
942205,1,0.0
306364,2,0.0
188044,0,0.0
392691,3,1.0
82828,0,0.0
797155,0,0.0
43553,3,1.0
691250,1,0.0
211612,0,0.0
612075,3,1.0
790546,3,0.0
307892,3,0.0
807027,1,0.0
741177,3,1.0
282790,3,0.0
969392,3,0.0
684586,0,0.0
757988,3,1.0
875703,3,1.0
172060,1,0.0
26708,1,1.0
476163,3,0.0
790855,1,0.0
292667,3,0.0
710890,0,0.0
695781,1,0.0
459426,0,0.0
891050,1,0.0
487883,3,0.0
672095,1,1.0
567978,1,0.0
190206,3,1.0
969473,3,1.0
910773,3,1.0
763629,0,1.0
745640,1,0.0
235289,0,0.0
116245,0,1.0
341820,1,0.0
866631,3,0.0
433166,3,1.0
293432,0,0.0
339369,0,0.0
778174,0,0.0
657293,2,0.0
377013,0,0.0
82086,0,1.0
14447,3,1.0
989101,3,1.0
378264,3,0.0
451020,3,1.0
288737,1,1.0
512207,0,0.0
754967,1,0.0
256724,2,0.0
630459,3,0.0
239414,3,1.0
888310,2,0.0
534395,3,0.0
958484,3,0.0
799570,1,0.0
173655,0,0.0
678,3,0.0
316376,1,0.0
728253,3,1.0
254714,3,1.0
105267,0,0.0
722007,0,0.0
609923,3,0.0
482311,3,1.0
41227,0,0.0
143872,2,0.0
637573,1,0.0
707611,1,0.0
343117,0,0.0
90813,3,0.0
439769,3,1.0
153588,1,0.0
656674,0,0.0
352534,2,0.0
156228,3,0.0
560477,3,0.0
198662,3,0.0
732550,0,0.0
482525,2,0.0
857055,1,0.0
839460,2,0.0
243521,3,0.0
920663,2,0.0
669692,1,0.0
630275,0,0.0
872057,3,0.0
452552,3,1.0
844563,0,1.0
99105,0,0.0
859640,3,0.0
237317,2,0.0
118908,1,0.0
501679,1,0.0
39890,0,0.0
696625,3,1.0
797777,1,0.0
230666,1,0.0
628447,1,0.0
666690,0,0.0
202599,1,0.0
239923,0,0.0
443915,3,0.0
634901,2,0.0
819654,1,0.0
536976,3,0.0
476020,3,1.0
123857,2,0.0
555858,2,0.0
495922,1,0.0
599723,3,1.0
235210,3,0.0
104383,0,0.0
42831,2,0.0
329398,1,0.0
407430,0,0.0
716390,1,0.0
791656,3,0.0
717693,2,0.0
245143,1,0.0
909630,0,0.0
265370,3,1.0
696550,3,0.0
588710,1,0.0
856097,1,0.0
720988,3,1.0
255262,2,0.0
729448,0,0.0
547289,1,0.0
909480,3,0.0
307582,1,0.0
598164,1,1.0
893342,1,0.0
478507,0,0.0
723546,3,0.0
829594,0,0.0
532479,2,0.0
311002,3,0.0
593078,1,0.0
338402,3,1.0
482722,1,1.0
640423,0,0.0
450088,3,0.0
305066,1,0.0
653937,1,0.0
174084,1,0.0
92447,3,1.0
423076,3,1.0
777226,1,0.0
55079,0,0.0
20965,0,0.0
95880,1,0.0
563647,3,1.0
712973,1,0.0
142560,3,1.0
553538,0,0.0
807845,3,1.0
500386,2,0.0
434519,0,0.0
842556,3,1.0
529902,1,0.0
838829,3,0.0
941663,3,1.0
102775,1,0.0
809503,2,0.0
592051,3,1.0
892516,1,0.0
472630,0,0.0
688052,1,0.0
171977,3,0.0
283607,3,0.0
288894,1,0.0
688308,0,0.0
932257,0,0.0
919935,1,0.0
103174,3,0.0
876319,1,0.0
489106,0,0.0
535085,1,0.0
101647,1,0.0
930877,1,0.0
855972,1,0.0
172524,3,0.0
962877,1,0.0
742938,0,0.0
854362,1,0.0
445836,1,0.0
166055,1,0.0
357038,3,1.0
572397,2,0.0
485755,2,0.0
212266,1,0.0
302450,2,0.0
97866,1,0.0
464881,1,0.0
980209,0,0.0
987195,3,0.0
27772,0,0.0
327108,3,0.0
825727,3,0.0
383860,1,1.0
882983,3,0.0
47034,0,0.0
958741,3,1.0
904960,0,1.0
909889,3,0.0
618817,1,0.0
426442,3,1.0
429448,0,0.0
439470,3,0.0
342624,3,1.0
751864,0,0.0
115028,3,1.0
286754,3,1.0
75821,0,1.0
14068,2,0.0
305667,3,0.0
217392,1,0.0
54302,0,0.0
186590,1,0.0
385264,0,0.0
91590,2,0.0
249582,1,0.0
20552,1,0.0
354698,0,0.0
938314,3,0.0
599338,3,1.0
955176,3,0.0
528948,1,0.0
831369,0,0.0
642230,3,0.0
314819,1,0.0
445442,3,0.0
991397,3,1.0
133195,0,0.0
956350,2,0.0
625885,1,0.0
676690,3,0.0
441827,1,0.0
184970,1,1.0
474698,1,0.0
325819,0,0.0
154712,1,0.0
789569,0,0.0
976288,1,0.0
288198,0,0.0
661072,0,0.0
974859,0,0.0
427776,3,1.0
385130,3,0.0
227979,3,0.0
627682,0,0.0
118704,3,0.0
311433,2,0.0
235938,1,0.0
813536,1,0.0
199143,3,1.0
921178,3,1.0
159431,0,0.0
741088,1,0.0
623612,1,0.0
278872,3,1.0
682078,3,1.0
537995,1,0.0
393009,0,0.0
176846,3,0.0
598273,0,0.0
725336,0,0.0
892145,1,0.0
897917,1,0.0
280840,0,0.0
54592,1,0.0
124935,3,1.0
633342,0,0.0
727559,0,1.0
947601,3,0.0
581565,1,0.0
707937,0,1.0
743752,3,0.0
527505,0,0.0
830904,3,0.0
19739,3,1.0
512431,3,1.0
949784,1,0.0
16758,2,0.0
315375,1,0.0
967077,3,1.0
30764,2,0.0
647621,0,0.0
607340,1,0.0
585870,1,0.0
718601,3,1.0
511905,3,0.0
425810,1,1.0
469646,3,0.0
34070,1,0.0
163387,0,0.0
584885,3,0.0
11304,3,0.0
426772,3,0.0
749451,3,1.0
99658,1,0.0
884648,0,0.0
729069,1,0.0
62309,3,0.0
286334,3,0.0
252426,3,1.0
434539,2,0.0
583709,0,0.0
122170,0,0.0
519519,0,0.0
772662,0,1.0
252785,1,0.0
699695,1,0.0
862373,3,0.0
132249,0,0.0
622037,1,0.0
204748,3,0.0
924813,0,0.0
269631,1,0.0
373479,3,1.0
239049,0,0.0
681819,2,1.0
354434,0,0.0
17950,1,0.0
190384,3,1.0
230592,0,1.0
168622,0,0.0
157325,0,0.0
329064,3,1.0
195007,1,0.0
470421,1,0.0
311757,1,0.0
902545,1,0.0
138921,1,0.0
977170,3,1.0
685930,1,0.0
563241,1,0.0
771953,0,0.0
954277,1,0.0
974061,2,0.0
838369,1,0.0
766187,0,0.0
488056,0,0.0
50993,3,0.0
548434,1,0.0
871988,1,0.0
536089,3,0.0
998083,1,0.0
593746,1,0.0
431369,2,0.0
33671,1,0.0
433003,3,0.0
875897,3,0.0
691317,3,1.0
913264,3,0.0
705766,0,1.0
625961,1,0.0
881534,3,0.0
948175,3,1.0
554208,0,0.0
550829,0,0.0
920232,1,0.0
520699,0,0.0
131721,1,0.0
591141,3,0.0
862673,3,0.0
210511,1,0.0
565609,1,0.0
678070,3,0.0
137607,1,0.0
634334,0,0.0
869636,3,0.0
460095,1,0.0
715939,0,0.0
562057,1,0.0
221007,1,0.0
306551,1,0.0
402603,2,1.0
285885,3,0.0
598122,1,1.0
787763,3,0.0
659117,1,0.0
289772,0,1.0
524890,3,0.0
129873,3,1.0
912709,3,1.0
878208,3,0.0
591560,3,1.0
542655,1,0.0
792578,3,0.0
564286,3,0.0
274757,0,1.0
600223,0,0.0
491530,1,0.0
687674,3,1.0
585050,1,0.0
359114,0,0.0
659786,3,1.0
603683,0,0.0
294297,1,0.0
118078,3,0.0
439576,0,1.0
529271,3,0.0
590669,1,0.0
285040,1,0.0
602636,1,0.0
711801,3,1.0
883111,1,0.0
671464,1,0.0
453998,2,0.0
404949,3,0.0
212880,0,0.0
730711,2,0.0
987578,3,1.0
926781,0,0.0
49534,3,0.0
168599,3,1.0
129551,1,0.0
656744,1,0.0
509904,2,0.0
489401,1,0.0
156164,0,0.0
450223,1,0.0
107875,3,1.0
550989,1,0.0
929144,0,1.0
878909,1,0.0
506089,3,0.0
411312,1,0.0
573809,1,0.0
162101,0,1.0
344408,3,0.0
341688,1,0.0
108688,0,0.0
459010,3,0.0
471574,3,0.0
546378,3,0.0
706461,2,0.0
628210,3,1.0
239709,0,0.0
290360,1,0.0
333007,0,0.0
868956,3,1.0
668478,1,0.0
874521,1,0.0
251847,1,0.0
808497,3,0.0
134133,2,0.0
557137,3,0.0
539107,1,0.0
695776,3,1.0
340179,3,1.0
871725,1,1.0
736093,3,1.0
160277,2,0.0
390216,3,0.0
409017,0,0.0
771105,1,1.0
591898,1,0.0
194435,1,0.0
643485,1,0.0
217649,0,0.0
567071,0,0.0
67901,3,1.0
116590,1,0.0
807319,0,0.0
232144,3,0.0
97332,3,0.0
603447,0,0.0
183906,0,0.0
504930,3,0.0
551939,2,0.0
646923,3,1.0
930833,0,0.0
173156,3,1.0
27267,0,0.0
10520,1,0.0
798160,3,1.0
744989,0,0.0
865829,2,0.0
109723,3,0.0
424061,1,0.0
364115,1,0.0
128236,0,1.0
780400,0,0.0
90960,3,1.0
645706,1,1.0
186762,0,0.0
963558,3,0.0
668318,3,0.0
475677,0,0.0
136778,3,0.0
304991,0,0.0
505207,0,0.0
236562,3,0.0
693645,0,0.0
195653,3,1.0
258144,0,0.0
447698,1,0.0
40566,3,0.0
323122,3,0.0
341924,1,0.0
395319,1,0.0
126968,1,0.0
970503,3,1.0
67068,1,0.0
989534,3,1.0
861285,3,1.0
691946,0,0.0
160004,0,0.0
65851,0,0.0
695859,1,0.0
472633,1,0.0
19623,3,0.0
825119,0,0.0
947791,3,0.0
369460,2,0.0
695798,3,1.0
381124,0,0.0
311746,1,0.0
779795,3,0.0
578273,3,0.0
482877,0,0.0
867411,2,0.0
587816,1,0.0
559811,1,0.0
155196,0,0.0
308048,1,0.0
137161,3,1.0
829715,1,0.0
589839,1,0.0
516539,2,0.0
501018,2,0.0
330967,3,0.0
545888,3,0.0
123465,1,0.0
800122,0,1.0
338881,3,1.0
627748,0,0.0
190718,3,0.0
407681,3,0.0
727049,0,0.0
734649,0,0.0
111063,3,0.0
306267,0,0.0
146238,1,0.0
123048,1,0.0
12161,1,0.0
77503,1,0.0
285664,3,1.0
336566,0,0.0
588406,0,0.0
870103,3,0.0
397466,0,0.0
517164,3,1.0
143423,1,0.0
876721,0,1.0
311535,3,0.0
894478,1,0.0
390460,0,1.0
54242,3,0.0
402310,2,0.0
371035,0,1.0
552455,0,0.0
170490,0,0.0
511130,0,0.0
742740,3,0.0
704035,1,0.0
46073,3,0.0
253928,0,0.0
645401,1,0.0
695535,0,0.0
855439,1,0.0
882612,3,0.0
819461,1,1.0
735117,1,0.0
442258,3,1.0
458283,1,1.0
941628,1,0.0
355988,3,1.0
535257,1,0.0
716645,0,0.0
998852,0,0.0
699301,1,0.0
187723,0,0.0
268055,0,0.0
918279,3,0.0
886172,3,1.0
292994,0,0.0
834718,3,0.0
169790,1,0.0
133722,0,0.0
599445,1,0.0
821276,1,0.0
160630,1,0.0
190475,3,1.0
689796,3,1.0
476051,3,0.0
85386,3,1.0
413592,3,0.0
666869,0,0.0
988157,1,0.0
709908,3,1.0
857604,2,0.0
551226,3,1.0
638855,0,0.0
507477,3,1.0
132352,0,0.0
470092,2,0.0
802881,2,1.0
310584,2,0.0
733694,3,0.0
113742,1,0.0
742511,3,1.0
432761,3,1.0
358590,3,1.0
172573,1,0.0
840923,3,0.0
172425,2,0.0
223268,2,0.0
613173,2,0.0
410356,3,1.0
709961,3,1.0
318635,2,0.0
625533,3,1.0
606648,0,0.0
52572,1,0.0
73091,1,0.0
37135,3,0.0
550883,3,1.0
203965,3,1.0
120531,2,0.0
281457,1,0.0
578040,1,0.0
186172,1,0.0
22624,1,0.0
739743,0,0.0
767828,3,0.0
588532,0,0.0
447268,0,0.0
595713,0,0.0
388840,3,0.0
167629,3,0.0
284883,1,0.0
731633,3,1.0
325965,0,0.0
201046,0,0.0
491150,3,0.0
198982,3,0.0
662124,3,1.0
612563,0,0.0
358491,3,0.0
164598,3,1.0
669391,3,1.0
995916,1,0.0
777284,3,0.0
782908,1,0.0
583084,1,0.0
953930,0,0.0
29785,3,1.0
816932,3,1.0
480328,1,0.0
860604,3,0.0
701248,1,0.0
900784,0,0.0
947758,1,0.0
731618,0,0.0
654879,0,0.0
97303,0,1.0
934607,2,0.0
583570,3,0.0
671899,1,0.0
862366,1,0.0
689149,1,0.0
86562,1,0.0
110481,2,0.0
185578,3,1.0
29487,1,0.0
627234,3,0.0
74948,0,0.0
969512,1,0.0
269017,0,1.0
646229,1,0.0
159101,0,0.0
297218,2,0.0
704029,1,0.0
888607,2,0.0
60627,3,0.0
399000,1,0.0
612884,0,0.0
671983,1,0.0
835919,3,1.0
657590,0,0.0
379984,0,1.0
495708,3,0.0
700767,1,0.0
695316,0,0.0
464837,1,0.0
775889,1,0.0
438981,1,0.0
752283,3,1.0
486059,0,0.0
713672,1,0.0
131858,2,0.0
896519,1,0.0
356017,1,0.0
732612,2,0.0
792706,3,0.0
274224,0,0.0
458434,0,0.0
753479,1,0.0
855777,1,0.0
221714,2,0.0
460279,1,0.0
541484,1,0.0
665141,1,0.0
447414,0,0.0
825007,0,0.0
72052,3,0.0
319103,1,0.0
280914,3,0.0
834641,1,0.0
983863,0,0.0
925488,3,1.0
180362,0,1.0
522402,0,1.0
418978,3,1.0
755713,1,0.0
899975,3,0.0
111243,3,0.0
659390,2,0.0
429747,2,0.0
221843,1,0.0
672425,3,0.0
287081,0,0.0
883562,0,1.0
865860,0,0.0
574150,3,1.0
405999,0,0.0
966974,3,0.0
689985,0,0.0
240949,3,0.0
596777,1,0.0
113239,0,0.0
659059,0,0.0
560928,2,0.0
489544,3,1.0
544223,3,0.0
767947,0,0.0
391782,0,0.0
815228,1,0.0
643493,2,1.0
529829,1,0.0
537894,3,1.0
116568,1,0.0
287584,1,0.0
906148,1,0.0
257032,0,0.0
28760,3,1.0
851694,3,0.0
553888,0,0.0
96705,3,1.0
949141,1,0.0
280422,0,0.0
296767,1,0.0
98799,0,0.0
408683,3,0.0
696251,1,0.0
500641,3,1.0
119004,1,0.0
415091,3,1.0
108617,2,0.0
78609,3,1.0
840433,0,0.0
791055,3,0.0
615988,1,0.0
917641,1,0.0
304283,3,1.0
828748,0,0.0
308647,3,1.0
636286,1,0.0
913413,0,0.0
906154,3,1.0
419295,3,0.0
773223,0,0.0
981593,0,1.0
57272,1,0.0
572315,3,0.0
507929,3,0.0
149051,3,0.0
902274,0,0.0
730449,1,1.0
33446,3,1.0
362620,1,0.0
918072,2,0.0
409627,1,0.0
777418,2,0.0
591285,0,0.0
907546,3,1.0
465085,0,0.0
757615,1,0.0
619921,2,0.0
689193,0,0.0
266046,1,0.0
970770,1,0.0
874215,0,0.0
834304,0,0.0
804405,3,1.0
307470,0,0.0
22574,0,0.0
920151,3,0.0
391981,2,0.0
959161,1,0.0
342507,0,0.0
214396,1,0.0
801566,0,0.0
767511,3,0.0
304125,3,1.0
870005,3,0.0
597175,3,0.0
239982,1,0.0
287466,1,0.0
810520,3,0.0
978709,1,0.0
292037,3,1.0
606211,1,0.0
944965,3,1.0
899203,1,0.0
459302,0,0.0
343611,3,1.0
704491,1,0.0
402448,1,1.0
735633,0,0.0
500148,3,0.0
103423,1,0.0
78255,1,0.0
568454,3,1.0
123861,3,0.0
584692,3,1.0
803439,1,0.0
493435,0,0.0
617380,3,0.0
627106,0,0.0
133896,0,0.0
32484,3,0.0
737323,1,0.0
377292,0,1.0
355976,1,0.0
87978,1,0.0
121076,3,1.0
322547,0,0.0
779877,1,0.0
864127,0,1.0
221772,3,0.0
746949,0,0.0
19035,0,0.0
209225,0,0.0
292034,0,0.0
384842,0,0.0
926501,1,0.0
381329,3,1.0
736204,1,0.0
765830,0,0.0
415310,0,0.0
268809,1,0.0
371772,0,0.0
850228,3,1.0
364698,0,0.0
31776,3,0.0
491170,1,0.0
179788,2,0.0
404270,3,1.0
949266,3,1.0
43405,0,0.0
997734,1,0.0
442445,1,0.0
995021,1,0.0
156422,3,1.0
173384,1,0.0
236191,3,0.0
585934,3,1.0
914017,0,0.0
207995,1,0.0
681604,2,0.0
741550,1,0.0
10841,0,0.0
779834,2,0.0
964918,1,0.0
49384,3,1.0
268740,3,0.0
914580,3,1.0
949735,3,0.0
305083,0,0.0
11477,1,0.0
634956,0,0.0
426789,3,1.0
266184,0,0.0
147247,1,0.0
850398,2,0.0
840627,1,0.0
676920,0,0.0
184057,1,0.0
190703,0,0.0
231257,3,0.0
469583,2,0.0
177716,3,0.0
454663,3,1.0
703796,0,1.0
503387,0,0.0
87366,3,0.0
804737,1,0.0
587535,0,0.0
866373,1,0.0
126735,3,1.0
674176,0,1.0
939675,2,0.0
639960,0,0.0
412278,0,0.0
189746,3,0.0
118517,0,0.0
20884,3,1.0
538551,3,1.0
89662,1,0.0
488287,2,0.0
557204,3,1.0
192948,3,1.0
801944,1,0.0
359801,0,0.0
234064,2,0.0
961977,0,0.0
434709,3,0.0
148076,0,0.0
232623,1,0.0
919616,1,0.0
115526,0,0.0
714614,3,0.0
934667,3,1.0
613971,3,0.0
482330,0,0.0
845674,3,1.0
360355,3,1.0
173011,1,0.0
52902,0,0.0
432209,3,0.0
239112,1,1.0
407113,3,0.0
925352,0,0.0
494243,3,0.0
374672,3,0.0
54234,3,1.0
351912,1,0.0
555112,0,0.0
631322,3,1.0
682797,3,1.0
536823,1,0.0
132710,0,0.0
191234,1,0.0
273767,0,0.0
460869,3,0.0
566298,1,1.0
613226,3,1.0
872825,1,0.0
740820,3,1.0
998922,1,0.0
830662,1,1.0
548764,1,1.0
492132,0,1.0
626966,2,0.0
543847,2,0.0
302244,1,0.0
605013,0,0.0
936613,2,0.0
687763,0,0.0
859426,3,1.0
48060,3,0.0
964497,1,0.0
164516,0,0.0
499723,3,1.0
332981,3,0.0
892663,2,0.0
978319,3,1.0
488572,0,0.0
753668,0,0.0
97777,0,0.0
616419,0,0.0
164400,1,1.0
653067,0,0.0
54959,1,0.0
984234,1,0.0
762779,3,1.0
704268,3,0.0
587471,1,0.0
485812,1,0.0
84673,0,0.0
392285,1,0.0
244464,1,0.0
129701,2,0.0
685814,3,0.0
580257,1,0.0
206020,1,0.0
132934,1,0.0
96339,3,0.0
417322,3,0.0
254560,0,0.0
776839,3,0.0
904721,1,1.0
697076,0,0.0
995930,3,0.0
337386,0,0.0
41541,3,0.0
408054,1,0.0
496317,0,0.0
834052,3,1.0
23867,1,1.0
418536,1,0.0
591849,3,0.0
714822,2,0.0
555883,3,0.0
214841,3,1.0
970723,1,0.0
607919,1,0.0
20076,1,1.0
942858,3,0.0
113734,0,0.0
515601,0,0.0
324501,1,0.0
509842,2,0.0
381956,0,1.0
973465,3,1.0
82569,3,0.0
778549,0,0.0
848452,1,0.0
908023,3,0.0
700677,3,0.0
207540,0,0.0
815519,0,0.0
656621,3,0.0
589778,3,1.0
201924,3,1.0
54893,1,0.0
399800,0,0.0
667541,3,1.0
712209,1,0.0
260064,1,0.0
116608,3,0.0
961018,3,1.0
668102,3,1.0
418871,1,1.0
785977,1,0.0
941298,3,0.0
160784,0,0.0
405601,3,1.0
160269,1,0.0
653621,3,1.0
135049,0,0.0
786528,0,0.0
379396,3,1.0
455793,1,0.0
887964,0,0.0
420832,0,0.0
700413,3,1.0
51099,0,0.0
862737,0,0.0
909984,3,0.0
377612,3,1.0
471054,3,0.0
817449,1,0.0
628052,3,1.0
530587,1,0.0
615109,1,0.0
154996,0,0.0
79717,0,0.0
83661,3,0.0
944583,3,0.0
390664,2,1.0
92919,1,0.0
564077,3,1.0
370398,3,0.0
683333,1,0.0
75308,3,1.0
459268,1,0.0
784491,3,0.0
316308,3,0.0
266484,0,0.0
763922,0,0.0
579259,3,1.0
51015,3,0.0
872446,1,1.0
802319,1,1.0
823332,0,0.0
666291,3,0.0
720236,1,0.0
9014,3,1.0
373057,3,0.0
999660,0,0.0
843094,3,1.0
836983,1,0.0
433026,2,0.0
169176,0,1.0
226072,3,1.0
568122,0,0.0
232704,0,0.0
420239,3,1.0
568692,0,0.0
140653,0,0.0
265882,3,0.0
648908,0,0.0
530689,1,0.0
357230,1,0.0
713601,0,0.0
682847,1,0.0
376821,3,0.0
764209,3,0.0
372532,3,1.0
838227,1,1.0
509363,3,0.0
628882,1,0.0
954494,3,0.0
986276,1,0.0
27592,3,0.0
567617,1,0.0
117518,0,0.0
10874,3,0.0
940096,1,0.0
184355,2,0.0
966747,1,0.0
162027,3,0.0
368399,2,0.0
996331,1,0.0
369640,3,1.0
636822,3,0.0
903993,1,0.0
226566,1,0.0
80802,3,0.0
324229,0,0.0
385861,3,0.0
625682,2,0.0
532915,0,0.0
850255,0,1.0
818953,3,1.0
167658,0,0.0
922240,0,0.0
83556,3,1.0
439840,3,1.0
926827,0,0.0
257464,0,0.0
618271,1,1.0
973888,1,1.0
980868,0,0.0
679862,0,1.0
504782,1,0.0
273186,2,0.0
688725,0,0.0
836050,0,0.0
892318,2,0.0
854414,0,0.0
486403,3,0.0
198939,1,0.0
822343,3,0.0
99324,0,0.0
458721,0,0.0
189743,3,0.0
337718,2,0.0
534231,3,1.0
334343,0,0.0
924987,0,0.0
379191,3,1.0
160378,1,0.0
711222,3,0.0
19070,3,0.0
874960,3,1.0
563433,3,0.0
562844,3,0.0
457819,1,1.0
262287,3,1.0
155878,0,0.0
709974,3,1.0
435529,3,1.0
219039,0,1.0
532556,1,0.0
336608,3,1.0
760152,1,0.0
426806,1,0.0
892212,1,0.0
224806,0,0.0
723512,1,1.0
655899,0,0.0
107618,0,0.0
58160,2,0.0
554775,3,0.0
312988,1,0.0
611800,1,0.0
739252,0,0.0
223780,3,1.0
364458,3,1.0
53039,3,1.0
644457,1,0.0
751336,0,0.0
308527,1,0.0
633498,1,0.0
407117,1,0.0
278319,0,0.0
64743,1,0.0
556174,0,0.0
720446,3,0.0
708611,1,0.0
687174,3,0.0
83292,3,0.0
844081,0,0.0
316834,2,0.0
876532,0,0.0
224686,1,1.0
808225,3,1.0
576661,1,0.0
430545,3,0.0
799075,2,0.0
422718,1,0.0
360954,0,0.0
467510,0,0.0
490904,0,0.0
492503,1,0.0
797520,1,0.0
703834,3,0.0
241095,3,1.0
587594,3,0.0
543852,1,0.0
339076,3,1.0
62326,0,0.0
364797,3,1.0
775768,3,0.0
753167,3,1.0
222899,0,0.0
235594,3,1.0
198630,3,0.0
668172,3,1.0
274185,1,0.0
94840,0,0.0
885535,0,0.0
741501,1,0.0
148128,2,0.0
113948,3,0.0
211278,1,0.0
516755,0,0.0
186326,1,0.0
387075,3,0.0
979128,0,0.0
351727,0,0.0
535870,2,0.0
537714,3,1.0
926254,0,0.0
777551,1,0.0
930449,1,0.0
370729,3,1.0
122759,3,1.0
489468,0,0.0
79161,1,0.0
533186,3,1.0
99074,3,0.0
56560,0,1.0
688743,1,0.0
406900,0,0.0
150092,0,0.0
757166,2,0.0
708074,3,1.0
321592,1,1.0
461850,0,1.0
913631,3,1.0
196664,1,0.0
500081,3,1.0
981113,3,1.0
46887,1,0.0
342682,1,0.0
708235,1,0.0
137235,3,0.0
57169,1,0.0
323488,1,0.0
73317,1,0.0
483195,3,1.0
620211,1,0.0
514091,2,0.0
621594,0,0.0
464810,1,0.0
507241,0,0.0
969271,0,0.0
428647,0,0.0
361608,2,0.0
182729,3,1.0
125887,1,1.0
903984,3,1.0
120738,1,0.0
371071,1,0.0
569653,1,0.0
891760,1,0.0
33662,1,1.0
541765,3,1.0
254225,3,0.0
920099,2,0.0
104785,1,0.0
911723,0,0.0
281332,3,1.0
188293,1,0.0
327522,3,0.0
568580,1,0.0
745610,3,1.0
434968,0,0.0
21822,2,0.0
744045,0,0.0
23607,3,0.0
408326,1,0.0
224278,1,0.0
816475,0,0.0
231039,3,0.0
120394,1,0.0
576707,0,0.0
603033,1,0.0
511577,3,1.0
138265,3,0.0
929750,1,0.0
841036,2,0.0
348969,1,0.0
713855,0,0.0
423207,3,1.0
200083,3,0.0
301905,1,0.0
785965,1,1.0
104639,2,0.0
791137,3,0.0
805243,3,0.0
369632,3,0.0
914599,3,1.0
95259,1,0.0
829553,1,0.0
146885,1,1.0
789317,3,0.0
757693,1,0.0
750797,0,0.0
837739,3,1.0
91901,3,1.0
667534,3,0.0
212710,2,0.0
699511,1,0.0
25007,2,0.0
864680,1,0.0
111783,3,1.0
295064,3,1.0
250430,1,0.0
512731,0,0.0
103780,3,0.0
944118,3,1.0
749538,2,0.0
49228,3,1.0
873433,1,0.0
962409,1,0.0
44310,1,0.0
619325,3,1.0
411143,1,0.0
935160,1,0.0
687397,3,0.0
288716,0,0.0
427232,3,1.0
992071,1,0.0
440140,1,0.0
505073,1,0.0
3,1,0.0
639030,0,0.0
285075,3,0.0
382834,0,0.0
891744,0,1.0
857933,1,0.0
242404,1,0.0
894616,3,0.0
345405,0,0.0
401414,3,1.0
404476,3,0.0
846382,1,0.0
307498,3,1.0
308043,3,1.0
164536,1,0.0
239606,0,0.0
479471,2,0.0
769190,1,0.0
488973,3,1.0
619476,1,0.0
5013,3,1.0
983585,3,0.0
186403,0,0.0
557685,0,0.0
206563,1,0.0
552591,3,0.0
264545,2,0.0
639131,3,0.0
930910,0,1.0
591712,1,0.0
173263,2,0.0
250166,0,0.0
358319,3,1.0
659164,1,0.0
727283,0,0.0
785541,3,1.0
490544,0,0.0
563497,3,1.0
385059,0,0.0
302467,3,1.0
587337,0,1.0
234164,2,0.0
80597,1,0.0
712454,2,0.0
976032,0,0.0
850891,2,1.0
623942,3,1.0
179208,0,0.0
438593,3,0.0
141282,3,1.0
228643,2,0.0
869618,3,0.0
215481,3,0.0
276376,0,0.0
457615,1,0.0
143878,1,0.0
426441,0,0.0
612593,1,0.0
725351,3,1.0
591827,1,0.0
399889,1,0.0
682728,1,1.0
543074,0,0.0
740923,2,0.0
693998,0,0.0
871635,3,0.0
268891,3,0.0
252751,3,1.0
821680,1,0.0
295754,1,0.0
139279,3,0.0
136120,0,0.0
144299,3,0.0
797456,1,0.0
452905,3,1.0
10070,1,1.0
146060,3,1.0
724563,3,1.0
666146,1,0.0
573096,1,0.0
231938,2,0.0
418531,1,1.0
734406,0,0.0
41577,0,0.0
109467,3,1.0
225082,1,0.0
470921,0,0.0
630070,3,0.0
924073,1,0.0
816174,3,0.0
367627,0,1.0
443398,1,0.0
917163,0,0.0
237060,0,0.0
790777,3,1.0
973496,1,0.0
87740,0,1.0
251667,0,0.0
814628,0,0.0
197472,1,0.0
540607,3,0.0
383441,2,0.0
557757,3,1.0
762543,1,0.0
106067,3,1.0
454842,1,0.0
880781,1,0.0
115476,3,1.0
675088,3,1.0
253595,0,1.0
307176,3,1.0
986428,3,1.0
213231,1,0.0
767982,1,1.0
523264,3,0.0
335065,3,0.0
689763,3,0.0
668645,3,1.0
828233,1,0.0
855436,0,0.0
136257,0,0.0
605048,2,0.0
195321,1,0.0
557742,0,0.0
396863,0,1.0
430838,3,1.0
32298,0,0.0
334037,1,0.0
688569,1,0.0
885802,3,0.0
98766,1,0.0
695258,1,0.0
606047,3,0.0
888523,0,0.0
660690,0,0.0
901942,1,0.0
566239,0,0.0
845823,3,0.0
80418,0,0.0
261656,1,0.0
382237,3,1.0
171422,0,0.0
763966,0,0.0
28686,3,1.0
810004,0,1.0
704621,3,1.0
556028,1,0.0
829742,1,0.0
343349,0,0.0
985595,0,1.0
662883,3,0.0
645831,0,0.0
679458,1,0.0
994622,1,0.0
210801,0,0.0
961446,3,1.0
72160,3,0.0
727435,1,1.0
577131,3,0.0
